5.895307653,5.003743109,5.224605564,4.277769599,4.953984382,5.03728092,4.828788458,4.953590245,5.526166763,4.281533922,4.421915415,4.209451017,4.197019965,4.703263355,5.34398479,4.686856533,5.583687835,2.982393596,3.397722277,6.131252132,4.873346457,5.503005095,4.158144497,7.388459949,3.548108236,4.954087351,4.638378371,6.057512122,5.588918416,3.738389762,6.562747134,5.112070476,5.917294744,4.404042703,4.640613944,4.11120575,5.507829399,5.005066428,1
3.339438262,4.622583518,4.156815739,5.651930656,4.615230327,4.466038908,4.873750199,4.613103422,3.996523817,5.679327848,6.041895997,5.831819904,5.630097697,4.98779365,6.281240514,4.826528017,3.942033008,5.02657435,4.56726806,4.684600822,3.891536047,6.734351717,4.463790375,5.171804482,6.216784892,5.356829887,5.786383542,6.65955253,3.677163998,5.921517879,5.907727623,4.109103789,4.38840222,3.51306647,3.611773317,6.39542784,4.734051319,5.005066428,-1
5.656552327,4.733466308,4.8283472,4.300053292,4.725096507,5.732007586,5.196052007,4.723882948,4.002605897,4.281533922,4.354147303,5.602239402,7.05739689,3.878125498,4.478366446,3.709156144,3.738941689,5.844246651,5.736813843,4.679951416,3.891536047,6.734351717,4.769442615,5.787542111,6.046653161,2.940374668,5.327181474,7.261592937,6.027854773,5.322227808,5.252708112,5.970896178,4.327246519,5.467645582,4.092789714,5.84154692,5.388490491,3.991780752,1
5.139234651,4.715121729,4.401737132,5.291147058,3.992655306,4.685901826,4.879617417,3.988343518,3.291002618,4.281533922,5.089915376,4.997677411,5.624319158,4.191108823,5.421591952,5.385213953,3.532465514,6.253082802,3.982495169,7.559229598,5.855156867,4.887331784,5.075094855,4.980241664,5.876521431,3.745859741,6.24558561,6.426750851,5.536915419,3.329350507,4.600329809,3.53546395,4.245705585,4.576669349,4.587167677,5.29195965,3.18649516,5.005066428,-1
5.964464341,5.143569569,5.344747727,4.350987447,4.697629962,5.094907092,5.030584289,4.700262189,6.110046376,4.281533922,4.899519252,3.440356333,4.191241426,5.898290596,4.991767671,5.524885437,6.203116358,5.435410501,5.152040952,6.112578288,4.873346457,4.271658473,3.981109244,5.582296235,5.7063897,5.759572424,5.786383542,5.591908764,5.045974242,5.512478624,5.360997628,5.397256339,7.079253061,3.691261717,5.068184074,3.3254677,5.273001225,6.018352104,1
4.931135173,4.68454743,4.777339475,7.338063411,6.098423757,4.646145792,4.921083147,6.100021007,5.848516966,5.679327848,4.967287364,5.858604296,5.936360277,5.300776975,7.039402788,6.781928794,6.033873592,7.070755104,6.321586735,5.717531199,5.855156867,4.887331784,4.245316465,5.171804482,6.057118614,4.954087351,7.163989747,4.447936579,5.620225191,5.58382268,5.35835642,4.970165568,6.324999416,4.676904175,5.388861672,6.069110399,4.757149172,2.978495077,-1
3.732271926,4.904682381,4.671108509,5.166995055,5.210338802,4.994312277,4.889619048,5.207833835,5.964076473,6.02877633,4.254108662,4.569127138,5.930581738,4.191108823,5.23652872,5.524885437,5.830782273,5.02657435,3.105335832,4.270879889,4.873346457,6.118678406,4.550968705,4.364504034,4.467587231,6.565057497,5.327181474,5.049976987,3.708470772,3.59570165,3.287649579,5.399492416,4.816492127,5.205921313,5.883239636,4.098324798,5.415437986,2.978495077,-1
6.037709264,4.92017336,5.12764873,4.502728784,5.192027772,4.993107548,4.856422145,5.191720449,5.191652401,4.630982404,4.905973358,4.947934968,4.497504006,4.504092148,4.806704439,4.407513565,5.624306099,5.435410501,2.812949386,5.708232387,5.855156867,6.118678406,4.856614583,4.966558605,4.2974555,4.551344814,4.867979405,5.652017394,6.059159724,4.385242537,5.466645936,4.396525729,4.734951192,7.160500425,6.364256033,4.965642208,4.641659907,5.005066428,1
4.50354756,5.031871464,4.598180108,4.227896573,4.908206807,4.198187644,4.725640936,4.910285521,5.307211908,5.329879367,5.441664148,4.102313449,3.064426274,3.394423995,5.749929945,4.686856533,5.42121478,6.253082802,5.444427397,5.703582981,3.891536047,5.503005095,5.162266823,5.582296235,5.546727963,3.343117205,4.408777337,6.254057802,4.147405306,6.568370654,3.395939095,4.826024583,4.673795491,4.84953082,3.812196815,4.416054938,2.439664576,5.005066428,-1
5.703677529,4.576110584,4.899589395,4.807272585,6.629443627,4.242762592,4.739108178,6.625628658,5.611315873,5.679327848,5.025374317,6.8037107,3.064426274,5.101605769,3.941086095,3.56948466,5.218123461,5.435410501,3.690108723,4.25693167,3.891536047,5.503005095,2.66864336,4.774995787,3.957192038,4.148602278,5.327181474,5.419215715,6.498096081,4.580249624,5.572294244,5.255351431,6.059991379,3.964123188,7.339650394,6.700277029,4.526170641,5.005066428,-1
5.435600162,4.55695069,4.798417047,5.647686143,5.649803522,5.458333469,5.000062594,5.652783004,5.02439522,4.980430885,5.009239053,5.789730146,7.352102392,5.414589094,4.884311601,5.105870985,5.011647287,4.617738199,3.397722277,4.252282264,3.891536047,4.887331784,5.773571303,5.377050358,5.206464501,2.940374668,6.475186645,6.021256123,6.007156727,3.980959553,2.088541281,4.252384744,3.083747267,4.493140327,4.787591176,6.150689759,5.180609813,5.005066428,-1
5.310149338,4.678432571,4.921931622,3.804506409,5.356827042,5.580011029,5.09159728,5.353769838,4.805440365,4.980430885,4.509045845,6.004005282,5.91902466,7.121770867,5.827537107,2.591784272,4.808555968,2.573557445,4.56726806,5.689558542,4.873346457,6.118678406,4.679585692,4.56974991,5.03633277,4.954087351,4.638378371,5.186414036,5.51621555,7.552918628,5.68058376,6.114177133,5.917294744,5.027726067,6.791826164,5.596808839,5.838898627,7.03163778,1
5.632715467,4.873292768,5.082121173,4.077216364,5.613181462,5.600692199,5.144341445,5.61332352,6.395904104,4.980430885,7.013238936,4.634174948,5.91902466,6.012102714,4.024663039,4.26784208,6.040643303,4.208902048,5.736813843,5.684909136,5.855156867,6.118678406,3.58560008,5.18548754,4.866205581,5.356829887,4.179176303,4.35157195,5.025276196,5.564797598,5.028205457,3.678916912,4.38840222,5.556743205,5.762985537,5.047221569,5.065120547,3.991780752,-1
4.303326617,4.746103685,4.693872287,6.51781129,7.078063862,3.842993577,4.616018193,7.075521707,5.669095627,7.077121774,3.702282607,6.788405333,3.370688854,5.414589094,4.699248369,5.385213953,5.871400537,3.391229747,3.836301946,3.847860143,3.891536047,6.734351717,5.249445154,3.351957709,5.216934495,1.732147058,3.949575269,4.644482259,4.17871208,4.242554425,5.022923042,6.11641321,5.101885398,3.70239892,4.560444544,6.373959587,3.121051243,5.005066428,-1
4.711907486,4.726536134,4.85743425,4.59504694,4.944828867,4.877052053,4.94774403,4.946632192,4.464843924,4.980430885,4.534862269,5.694071603,4.797988047,4.304920941,2.896374301,4.26784208,4.229745709,3.800065898,5.005847729,3.843210737,5.855156867,7.965698338,5.555091031,5.3633673,6.466206958,5.356829887,5.09758044,3.809640172,5.108585968,3.643264354,5.786232068,5.113446523,5.020344463,5.65140943,5.054822508,5.824372318,6.639624201,7.03163778,-1
6.47130098,5.045731813,5.440439906,5.801549736,6.290689572,4.922028577,4.903116691,6.2938394,6.666556633,4.980430885,4.292833297,5.093335953,4.792209507,6.012102714,5.212649593,5.804228405,6.900396553,4.617738199,4.713461283,5.280563235,5.855156867,6.118678406,4.46110542,4.56974991,4.876671034,4.148602278,3.031171132,4.41168058,6.038461678,4.437561512,5.131212558,5.542945377,4.959188762,6.18599517,4.025981881,5.270491397,4.433779229,2.978495077,-1
3.964247726,4.543090341,4.471293122,3.901069078,5.906157942,5.299510118,4.866332576,5.909040767,5.456222851,6.378224811,5.603016796,5.667287211,6.2195087,4.930887591,3.409775525,3.290141692,5.258741725,5.02657435,5.883007066,5.275913829,1.927915228,5.503005095,4.76675766,5.171804482,3.287139651,3.343117205,5.556782508,5.013720987,4.12670726,5.227102399,3.063146925,4.539978691,6.34538465,5.295018937,4.506998278,6.137808807,5.092068043,5.005066428,-1
