Roster

  System.X
  CardiacOutput.CO
  CardiacOutput.RAP
  CardiacOutput.MCFP
  CardiacOutput.Slope
  FluidVolumes.AP
  FluidVolumes.BV
  FluidVolumes.ECFV
  FluidVolumes.RPP
  FluidVolumes.UO
  FlowAutoregulation.TPR
  BaroreceptorReflex.AFFNA
  BaroreceptorReflex.SYMEnd
  CardiacOutput.V0
  CardiacOutput.slope_a
  CardiacOutput.slope_b
  CardiacOutput.SlopeB
  CardiacOutput.HSBasic
  FluidVolumes.RDrop
  FluidVolumes.Intake
  FlowAutoregulation.KAUTO
  BaroreceptorReflex.CDROP
  BaroreceptorReflex.KBARO
  CardiacOutput.StarlingA
  CardiacOutput.Starlingm
  CardiacOutput.StarlingS
  FluidVolumes.FluidA
  FluidVolumes.Fluidm
  FluidVolumes.FluidS
  FluidVolumes.Urinem
  FlowAutoregulation.AutoA
  FlowAutoregulation.Autom
  FlowAutoregulation.AutoS
  BaroreceptorReflex.AffNaA
  BaroreceptorReflex.AffNam
  BaroreceptorReflex.AffNaS
  BaroreceptorReflex.SympsA
  BaroreceptorReflex.Sympsm
  BaroreceptorReflex.SympsS
  BaroreceptorReflex.SympsB
  CardiacOutput.RVRa
  CardiacOutput.RVRb
0.00,9127.345,1.846,15.786,0.006436,156.3,5776.3,15000.0,156.333,3.741,0.017,2.255,1.030,3323,0.3482,0.6281,0.0065,1,0.0,0.905,0.00043,0.0,0.00045,12169.2,2.0,3.3,7663.498,3.747,11128.865,0.050,0.049,11.361,5092.933,2.350,3.430,38.220,1.013,3.656,0.400,1.028,0.03418,0.00094,
28800.00,4834.346,-1.377,6.472,0.006494,94.5,4320.1,11916.6,94.510,0.694,0.020,1.022,1.060,3323,0.3482,0.6281,0.0065,1,0.0,0.905,0.00043,0.0,0.00045,12169.2,2.0,3.3,7663.498,3.747,11128.865,0.050,0.049,11.361,5092.933,2.350,3.430,38.220,1.013,3.656,0.400,1.028,0.03418,0.00094,
28805.00,4053.372,-1.778,5.165,0.006576,91.1,4108.9,11567.7,91.115,0.514,0.022,0.829,1.094,3323,0.3482,0.6281,0.0065,1,0.0,0.905,0.00043,0.0,0.00045,12169.2,2.0,3.3,7663.498,3.747,11128.865,0.050,0.049,11.361,5092.933,2.350,3.430,38.220,1.013,3.656,0.400,1.028,0.03418,0.00094,
28810.00,3198.618,-2.214,3.834,0.006767,88.0,3890.1,11219.7,87.990,0.343,0.028,0.652,1.174,3323,0.3482,0.6281,0.0065,1,0.0,0.905,0.00043,0.0,0.00045,12169.2,2.0,3.3,7663.498,3.747,11128.865,0.050,0.049,11.361,5092.933,2.350,3.430,38.220,1.013,3.656,0.400,1.028,0.03418,0.00094,
28815.00,2519.240,-2.679,2.557,0.007499,83.5,3664.5,10872.5,83.497,0.118,0.033,0.417,1.496,3323,0.3482,0.6281,0.0065,1,0.0,0.905,0.00043,0.0,0.00045,12169.2,2.0,3.3,7663.498,3.747,11128.865,0.050,0.049,11.361,5092.933,2.350,3.430,38.220,1.013,3.656,0.400,1.028,0.03418,0.00094,
28820.00,1816.062,-3.083,0.962,0.008733,68.3,3433.6,10526.4,68.261,0.000,0.038,0.018,2.041,3323,0.3482,0.6281,0.0065,1,0.0,0.905,0.00043,0.0,0.00045,12169.2,2.0,3.3,7663.498,3.747,11128.865,0.050,0.049,11.361,5092.933,2.350,3.430,38.220,1.013,3.656,0.400,1.028,0.03418,0.00094,
0.00,13043.094,1.233,20.389,0.009125,223.4,5805.2,15000.0,223.402,5.593,0.017,1.909,1.236,3571,0.3492,0.6209,0.0087,1,0.0,0.845,0.00051,0.0,0.00063,15946.8,1.9,3.3,7711.537,3.689,11091.410,0.048,0.047,10.486,6382.755,1.932,3.182,40.716,1.081,3.496,0.437,1.230,0.03217,0.00092,
28800.00,5809.504,-1.980,6.605,0.009506,99.6,4265.5,11751.8,99.570,0.693,0.017,0.780,1.355,3571,0.3492,0.6209,0.0087,1,0.0,0.845,0.00051,0.0,0.00063,15946.8,1.9,3.3,7711.537,3.689,11091.410,0.048,0.047,10.486,6382.755,1.932,3.182,40.716,1.081,3.496,0.437,1.230,0.03217,0.00092,
28805.00,4180.852,-2.420,4.629,0.009609,97.9,4052.4,11402.6,97.916,0.619,0.023,0.712,1.395,3571,0.3492,0.6209,0.0087,1,0.0,0.845,0.00051,0.0,0.00063,15946.8,1.9,3.3,7711.537,3.689,11091.410,0.048,0.047,10.486,6382.755,1.932,3.182,40.716,1.081,3.496,0.437,1.230,0.03217,0.00092,
28810.00,3180.916,-2.914,2.941,0.011274,89.1,3831.6,11053.7,89.119,0.226,0.028,0.359,1.947,3571,0.3492,0.6209,0.0087,1,0.0,0.845,0.00051,0.0,0.00063,15946.8,1.9,3.3,7711.537,3.689,11091.410,0.048,0.047,10.486,6382.755,1.932,3.182,40.716,1.081,3.496,0.437,1.230,0.03217,0.00092,
28815.00,1986.158,-3.249,0.427,0.012379,57.0,3605.2,10706.8,56.997,0.000,0.029,0.000,2.311,3571,0.3492,0.6209,0.0087,1,0.0,0.845,0.00051,0.0,0.00063,15946.8,1.9,3.3,7711.537,3.689,11091.410,0.048,0.047,10.486,6382.755,1.932,3.182,40.716,1.081,3.496,0.437,1.230,0.03217,0.00092,
28820.00,625.743,-3.599,-2.436,0.012379,17.9,3373.9,10361.0,17.911,0.000,0.029,0.000,2.311,3571,0.3492,0.6209,0.0087,1,0.0,0.845,0.00051,0.0,0.00063,15946.8,1.9,3.3,7711.537,3.689,11091.410,0.048,0.047,10.486,6382.755,1.932,3.182,40.716,1.081,3.496,0.437,1.230,0.03217,0.00092,
0.00,8934.657,2.225,15.921,0.007234,153.0,5578.2,15000.0,153.033,4.403,0.017,1.878,0.884,3377,0.3471,0.6552,0.0075,1,0.0,1.220,0.00045,0.0,0.00080,13536.6,2.0,3.3,7533.080,3.555,11168.625,0.053,0.053,10.793,5138.645,1.946,3.717,38.232,0.973,3.673,0.461,0.879,0.03455,0.00094,
28800.00,5038.587,-1.236,6.959,0.007383,98.1,4319.8,12138.0,98.076,1.023,0.019,0.930,0.947,3377,0.3471,0.6552,0.0075,1,0.0,1.220,0.00045,0.0,0.00080,13536.6,2.0,3.3,7533.080,3.555,11168.625,0.053,0.053,10.793,5138.645,1.946,3.717,38.232,0.973,3.673,0.461,0.879,0.03455,0.00094,
28805.00,4129.517,-1.687,5.578,0.007436,96.6,4127.4,11789.0,96.576,0.919,0.023,0.857,0.969,3377,0.3471,0.6552,0.0075,1,0.0,1.220,0.00045,0.0,0.00080,13536.6,2.0,3.3,7533.080,3.555,11168.625,0.053,0.053,10.793,5138.645,1.946,3.717,38.232,0.973,3.673,0.461,0.879,0.03455,0.00094,
28810.00,3441.894,-2.152,4.287,0.007792,92.4,3927.5,11440.5,92.378,0.601,0.027,0.645,1.097,3377,0.3471,0.6552,0.0075,1,0.0,1.220,0.00045,0.0,0.00080,13536.6,2.0,3.3,7533.080,3.555,11168.625,0.053,0.053,10.793,5138.645,1.946,3.717,38.232,0.973,3.673,0.461,0.879,0.03455,0.00094,
28815.00,2589.438,-2.637,2.895,0.008413,88.9,3721.4,11093.6,88.940,0.357,0.034,0.477,1.333,3377,0.3471,0.6552,0.0075,1,0.0,1.220,0.00045,0.0,0.00080,13536.6,2.0,3.3,7533.080,3.555,11168.625,0.053,0.053,10.793,5138.645,1.946,3.717,38.232,0.973,3.673,0.461,0.879,0.03455,0.00094,
28820.00,1923.938,-3.048,1.294,0.009760,73.2,3509.9,10747.9,73.248,0.000,0.038,0.031,1.852,3377,0.3471,0.6552,0.0075,1,0.0,1.220,0.00045,0.0,0.00080,13536.6,2.0,3.3,7533.080,3.555,11168.625,0.053,0.053,10.793,5138.645,1.946,3.717,38.232,0.973,3.673,0.461,0.879,0.03455,0.00094,
0.00,11940.867,4.010,21.788,0.008777,204.5,5859.3,15000.0,204.523,5.801,0.017,1.526,1.095,3377,0.3532,0.6250,0.0087,1,0.0,1.159,0.00046,0.0,0.00059,11638.7,2.2,3.3,7801.103,3.702,11131.170,0.051,0.045,11.424,4869.267,1.528,4.541,32.401,1.041,3.769,0.497,1.080,0.03254,0.00092,
28800.00,4444.653,-1.737,5.776,0.008978,103.5,4020.2,11317.2,103.496,1.032,0.023,0.966,1.159,3377,0.3532,0.6250,0.0087,1,0.0,1.159,0.00046,0.0,0.00059,11638.7,2.2,3.3,7801.103,3.702,11131.170,0.051,0.045,11.424,4869.267,1.528,4.541,32.401,1.041,3.769,0.497,1.080,0.03254,0.00092,
28805.00,2929.881,-2.269,3.774,0.009050,101.6,3793.8,10967.8,101.596,0.930,0.035,0.878,1.190,3377,0.3532,0.6250,0.0087,1,0.0,1.159,0.00046,0.0,0.00059,11638.7,2.2,3.3,7801.103,3.702,11131.170,0.051,0.045,11.424,4869.267,1.528,4.541,32.401,1.041,3.769,0.497,1.080,0.03254,0.00092,
28810.00,2154.033,-2.870,2.092,0.011347,91.4,3561.2,10618.9,91.355,0.299,0.042,0.330,1.938,3377,0.3532,0.6250,0.0087,1,0.0,1.159,0.00046,0.0,0.00059,11638.7,2.2,3.3,7801.103,3.702,11131.170,0.051,0.045,11.424,4869.267,1.528,4.541,32.401,1.041,3.769,0.497,1.080,0.03254,0.00092,
28815.00,1157.892,-3.205,-0.611,0.011921,49.0,3325.6,10273.2,48.996,0.000,0.042,0.000,2.121,3377,0.3532,0.6250,0.0087,1,0.0,1.159,0.00046,0.0,0.00059,11638.7,2.2,3.3,7801.103,3.702,11131.170,0.051,0.045,11.424,4869.267,1.528,4.541,32.401,1.041,3.769,0.497,1.080,0.03254,0.00092,
28820.00,99.193,-3.748,-3.450,0.011921,4.2,3087.4,9929.0,4.188,0.000,0.042,0.000,2.121,3377,0.3532,0.6250,0.0087,1,0.0,1.159,0.00046,0.0,0.00059,11638.7,2.2,3.3,7801.103,3.702,11131.170,0.051,0.045,11.424,4869.267,1.528,4.541,32.401,1.041,3.769,0.497,1.080,0.03254,0.00092,
0.00,8067.774,3.818,15.514,0.006854,138.2,5887.7,15000.0,138.185,4.203,0.017,1.731,0.673,3624,0.3443,0.6408,0.0079,1,0.0,1.099,0.00051,0.0,0.00076,13524.4,1.8,3.0,7849.143,3.644,11093.715,0.049,0.043,10.549,6159.089,1.987,3.222,43.226,1.038,3.609,0.761,0.622,0.03053,0.00093,
28800.00,5720.002,-1.554,6.914,0.007756,103.6,4515.4,12057.0,103.642,1.142,0.018,0.884,1.003,3624,0.3443,0.6408,0.0079,1,0.0,1.099,0.00051,0.0,0.00076,13524.4,1.8,3.0,7849.143,3.644,11093.715,0.049,0.043,10.549,6159.089,1.987,3.222,43.226,1.038,3.609,0.761,0.622,0.03053,0.00093,
28805.00,4690.547,-2.048,5.439,0.007952,101.8,4308.0,11706.8,101.806,0.983,0.022,0.811,1.081,3624,0.3443,0.6408,0.0079,1,0.0,1.099,0.00051,0.0,0.00076,13524.4,1.8,3.0,7849.143,3.644,11093.715,0.049,0.043,10.549,6159.089,1.987,3.222,43.226,1.038,3.609,0.761,0.622,0.03053,0.00093,
28810.00,3867.007,-2.538,4.034,0.008613,96.9,4092.4,11357.4,96.886,0.621,0.025,0.611,1.335,3624,0.3443,0.6408,0.0079,1,0.0,1.099,0.00051,0.0,0.00076,13524.4,1.8,3.0,7849.143,3.644,11093.715,0.049,0.043,10.549,6159.089,1.987,3.222,43.226,1.038,3.609,0.761,0.622,0.03053,0.00093,
28815.00,2973.882,-2.934,2.343,0.009516,82.2,3870.3,11009.8,82.244,0.066,0.028,0.131,1.658,3624,0.3443,0.6408,0.0079,1,0.0,1.099,0.00051,0.0,0.00076,13524.4,1.8,3.0,7849.143,3.644,11093.715,0.049,0.043,10.549,6159.089,1.987,3.222,43.226,1.038,3.609,0.761,0.622,0.03053,0.00093,
28820.00,1902.371,-3.186,0.183,0.009516,52.5,3643.2,10665.0,52.477,0.000,0.028,0.000,1.660,3624,0.3443,0.6408,0.0079,1,0.0,1.099,0.00051,0.0,0.00076,13524.4,1.8,3.0,7849.143,3.644,11093.715,0.049,0.043,10.549,6159.089,1.987,3.222,43.226,1.038,3.609,0.761,0.622,0.03053,0.00093,
0.00,9817.273,1.278,16.408,0.007368,168.2,5602.9,15000.0,168.150,3.770,0.017,2.143,1.169,3376,0.3553,0.6335,0.0070,1,0.0,1.038,0.00049,0.0,0.00074,13518.3,1.9,3.2,7677.199,3.585,11368.746,0.050,0.035,11.180,5889.711,2.154,4.046,29.067,1.034,3.194,0.570,1.154,0.03595,0.00093,
28800.00,5933.212,-1.213,8.199,0.007395,106.1,4484.6,12499.2,106.071,1.105,0.018,1.801,1.180,3376,0.3553,0.6335,0.0070,1,0.0,1.038,0.00049,0.0,0.00074,13518.3,1.9,3.2,7677.199,3.585,11368.746,0.050,0.035,11.180,5889.711,2.154,4.046,29.067,1.034,3.194,0.570,1.154,0.03595,0.00093,
28805.00,5262.383,-1.539,6.846,0.007465,97.2,4293.1,12148.9,97.221,0.713,0.018,1.443,1.205,3376,0.3553,0.6335,0.0070,1,0.0,1.038,0.00049,0.0,0.00074,13518.3,1.9,3.2,7677.199,3.585,11368.746,0.050,0.035,11.180,5889.711,2.154,4.046,29.067,1.034,3.194,0.570,1.154,0.03595,0.00093,
28810.00,4335.230,-1.946,5.449,0.007581,92.4,4094.7,11800.5,92.372,0.493,0.021,1.131,1.258,3376,0.3553,0.6335,0.0070,1,0.0,1.038,0.00049,0.0,0.00074,13518.3,1.9,3.2,7677.199,3.585,11368.746,0.050,0.035,11.180,5889.711,2.154,4.046,29.067,1.034,3.194,0.570,1.154,0.03595,0.00093,
28815.00,3430.804,-2.365,4.052,0.007889,88.8,3889.5,11453.2,88.752,0.318,0.026,0.855,1.376,3376,0.3553,0.6335,0.0070,1,0.0,1.038,0.00049,0.0,0.00074,13518.3,1.9,3.2,7677.199,3.585,11368.746,0.050,0.035,11.180,5889.711,2.154,4.046,29.067,1.034,3.194,0.570,1.154,0.03595,0.00093,
28820.00,2638.423,-2.816,2.687,0.008888,84.1,3678.3,11106.8,84.107,0.116,0.032,0.500,1.778,3376,0.3553,0.6335,0.0070,1,0.0,1.038,0.00049,0.0,0.00074,13518.3,1.9,3.2,7677.199,3.585,11368.746,0.050,0.035,11.180,5889.711,2.154,4.046,29.067,1.034,3.194,0.570,1.154,0.03595,0.00093,
0.00,11078.702,3.174,19.833,0.007305,189.8,6090.7,15000.0,189.756,5.021,0.017,2.005,1.043,3376,0.3514,0.6493,0.0072,1,0.0,0.978,0.00047,0.0,0.00063,15404.0,2.0,3.2,7945.223,3.526,10706.320,0.048,0.039,10.305,5620.332,2.028,3.798,39.891,0.889,3.290,0.606,1.026,0.03394,0.00092,
28800.00,5606.180,-1.483,7.155,0.007552,104.2,4323.0,11257.0,104.241,1.014,0.019,1.084,1.140,3376,0.3514,0.6493,0.0072,1,0.0,0.978,0.00047,0.0,0.00063,15404.0,2.0,3.2,7945.223,3.526,10706.320,0.048,0.039,10.305,5620.332,2.028,3.798,39.891,0.889,3.290,0.606,1.026,0.03394,0.00092,
28805.00,4502.482,-1.968,5.632,0.007748,100.4,4102.5,10906.8,100.415,0.799,0.022,0.897,1.218,3376,0.3514,0.6493,0.0072,1,0.0,0.978,0.00047,0.0,0.00063,15404.0,2.0,3.2,7945.223,3.526,10706.320,0.048,0.039,10.305,5620.332,2.028,3.798,39.891,0.889,3.290,0.606,1.026,0.03394,0.00092,
28810.00,3580.446,-2.436,4.152,0.008318,95.0,3874.7,10557.7,95.045,0.497,0.027,0.621,1.452,3376,0.3514,0.6493,0.0072,1,0.0,0.978,0.00047,0.0,0.00063,15404.0,2.0,3.2,7945.223,3.526,10706.320,0.048,0.039,10.305,5620.332,2.028,3.798,39.891,0.889,3.290,0.606,1.026,0.03394,0.00092,
28815.00,2787.376,-2.855,2.524,0.009507,82.6,3641.0,10210.1,82.623,0.065,0.030,0.132,1.908,3376,0.3514,0.6493,0.0072,1,0.0,0.978,0.00047,0.0,0.00063,15404.0,2.0,3.2,7945.223,3.526,10706.320,0.048,0.039,10.305,5620.332,2.028,3.798,39.891,0.889,3.290,0.606,1.026,0.03394,0.00092,
28820.00,1751.792,-3.112,0.262,0.009507,51.8,3403.1,9864.7,51.805,0.000,0.030,0.000,1.914,3376,0.3514,0.6493,0.0072,1,0.0,0.978,0.00047,0.0,0.00063,15404.0,2.0,3.2,7945.223,3.526,10706.320,0.048,0.039,10.305,5620.332,2.028,3.798,39.891,0.889,3.290,0.606,1.026,0.03394,0.00092,
0.00,8909.823,1.460,15.219,0.006233,152.6,6064.5,15000.0,152.608,3.936,0.017,2.158,0.903,3623,0.3475,0.6651,0.0064,1,0.0,1.342,0.00049,0.0,0.00070,13506.1,1.8,3.6,7993.262,3.674,10981.351,0.049,0.037,7.924,5350.954,2.194,4.087,34.060,0.956,3.641,0.529,0.897,0.03565,0.00093,
28800.00,5448.311,-1.062,7.684,0.006267,105.2,4849.0,12355.7,105.216,1.344,0.019,1.397,0.925,3623,0.3475,0.6651,0.0064,1,0.0,1.342,0.00049,0.0,0.00070,13506.1,1.8,3.6,7993.262,3.674,10981.351,0.049,0.037,7.924,5350.954,2.194,4.087,34.060,0.956,3.641,0.529,0.897,0.03565,0.00093,
28805.00,4699.589,-1.485,6.470,0.006326,101.8,4645.5,12005.7,101.773,1.128,0.022,1.198,0.944,3623,0.3475,0.6651,0.0064,1,0.0,1.342,0.00049,0.0,0.00070,13506.1,1.8,3.6,7993.262,3.674,10981.351,0.049,0.037,7.924,5350.954,2.194,4.087,34.060,0.956,3.641,0.529,0.897,0.03565,0.00093,
28810.00,3914.342,-1.929,5.236,0.006462,97.4,4433.0,11656.7,97.418,0.847,0.025,0.909,1.015,3623,0.3475,0.6651,0.0064,1,0.0,1.342,0.00049,0.0,0.00070,13506.1,1.8,3.6,7993.262,3.674,10981.351,0.049,0.037,7.924,5350.954,2.194,4.087,34.060,0.956,3.641,0.529,0.897,0.03565,0.00093,
28815.00,3225.596,-2.384,4.032,0.006837,94.1,4212.4,11309.2,94.118,0.587,0.029,0.681,1.170,3623,0.3475,0.6651,0.0064,1,0.0,1.342,0.00049,0.0,0.00070,13506.1,1.8,3.6,7993.262,3.674,10981.351,0.049,0.037,7.924,5350.954,2.194,4.087,34.060,0.956,3.641,0.529,0.897,0.03565,0.00093,
28820.00,2409.539,-2.824,2.681,0.007415,91.2,3984.3,10963.0,91.223,0.382,0.038,0.494,1.436,3623,0.3475,0.6651,0.0064,1,0.0,1.342,0.00049,0.0,0.00070,13506.1,1.8,3.6,7993.262,3.674,10981.351,0.049,0.037,7.924,5350.954,2.194,4.087,34.060,0.956,3.641,0.529,0.897,0.03565,0.00093,
0.00,10477.499,1.164,16.845,0.006877,179.5,6071.9,15000.0,179.459,4.472,0.017,1.708,1.115,3622,0.3535,0.6579,0.0065,1,0.0,1.282,0.00053,0.0,0.00059,13500.0,1.9,3.5,7821.318,3.615,10631.410,0.050,0.042,8.555,5081.576,1.776,3.303,44.884,1.024,3.736,0.565,1.099,0.03364,0.00092,
28800.00,4928.650,-1.964,6.489,0.007449,116.1,4493.4,11552.3,116.112,1.329,0.024,0.753,1.361,3622,0.3535,0.6579,0.0065,1,0.0,1.282,0.00053,0.0,0.00059,13500.0,1.9,3.5,7821.318,3.615,10631.410,0.050,0.042,8.555,5081.576,1.776,3.303,44.884,1.024,3.736,0.565,1.099,0.03364,0.00092,
28805.00,3864.059,-2.353,5.044,0.007680,113.4,4279.1,11202.0,113.363,1.144,0.029,0.655,1.473,3622,0.3535,0.6579,0.0065,1,0.0,1.282,0.00053,0.0,0.00059,13500.0,1.9,3.5,7821.318,3.615,10631.410,0.050,0.042,8.555,5081.576,1.776,3.303,44.884,1.024,3.736,0.565,1.099,0.03364,0.00092,
28810.00,3157.145,-2.755,3.749,0.008640,106.5,4056.2,10852.7,106.461,0.707,0.034,0.413,1.882,3622,0.3535,0.6579,0.0065,1,0.0,1.282,0.00053,0.0,0.00059,13500.0,1.9,3.5,7821.318,3.615,10631.410,0.050,0.042,8.555,5081.576,1.776,3.303,44.884,1.024,3.736,0.565,1.099,0.03364,0.00092,
28815.00,2347.908,-3.023,1.879,0.009200,81.1,3826.5,10505.6,81.084,0.026,0.035,0.002,2.123,3622,0.3535,0.6579,0.0065,1,0.0,1.282,0.00053,0.0,0.00059,13500.0,1.9,3.5,7821.318,3.615,10631.410,0.050,0.042,8.555,5081.576,1.776,3.303,44.884,1.024,3.736,0.565,1.099,0.03364,0.00092,
28820.00,1428.428,-3.260,-0.278,0.009200,49.2,3592.1,10161.9,49.199,0.000,0.034,0.000,2.123,3622,0.3535,0.6579,0.0065,1,0.0,1.282,0.00053,0.0,0.00059,13500.0,1.9,3.5,7821.318,3.615,10631.410,0.050,0.042,8.555,5081.576,1.776,3.303,44.884,1.024,3.736,0.565,1.099,0.03364,0.00092,
0.00,8078.565,0.315,12.572,0.005808,138.4,5786.4,15000.0,138.370,3.054,0.017,1.838,0.983,3622,0.3496,0.6737,0.0057,1,0.0,1.221,0.00048,0.0,0.00067,13493.9,2.1,3.5,7649.374,3.556,10906.441,0.051,0.053,9.186,5591.798,1.942,4.128,39.053,1.020,3.322,0.488,0.971,0.03535,0.00091,
28800.00,5328.303,-1.285,7.175,0.005983,103.4,4821.1,12671.2,103.430,1.126,0.019,0.955,1.070,3622,0.3496,0.6737,0.0057,1,0.0,1.221,0.00048,0.0,0.00067,13493.9,2.1,3.5,7649.374,3.556,10906.441,0.051,0.053,9.186,5591.798,1.942,4.128,39.053,1.020,3.322,0.488,0.971,0.03535,0.00091,
28805.00,4623.277,-1.620,6.197,0.006077,101.0,4641.6,12321.6,101.047,0.968,0.022,0.829,1.121,3622,0.3496,0.6737,0.0057,1,0.0,1.221,0.00048,0.0,0.00067,13493.9,2.1,3.5,7649.374,3.556,10906.441,0.051,0.053,9.186,5591.798,1.942,4.128,39.053,1.020,3.322,0.488,0.971,0.03535,0.00091,
28810.00,4064.072,-1.953,5.254,0.006318,98.1,4453.4,11972.9,98.064,0.750,0.024,0.667,1.238,3622,0.3496,0.6737,0.0057,1,0.0,1.221,0.00048,0.0,0.00067,13493.9,2.1,3.5,7649.374,3.556,10906.441,0.051,0.053,9.186,5591.798,1.942,4.128,39.053,1.020,3.322,0.488,0.971,0.03535,0.00091,
28815.00,3369.501,-2.293,4.208,0.006626,95.7,4256.9,11625.3,95.744,0.581,0.028,0.545,1.389,3622,0.3496,0.6737,0.0057,1,0.0,1.221,0.00048,0.0,0.00067,13493.9,2.1,3.5,7649.374,3.556,10906.441,0.051,0.053,9.186,5591.798,1.942,4.128,39.053,1.020,3.322,0.488,0.971,0.03535,0.00091,
28820.00,2742.320,-2.642,3.131,0.007270,91.9,4052.5,11278.5,91.907,0.357,0.034,0.360,1.720,3622,0.3496,0.6737,0.0057,1,0.0,1.221,0.00048,0.0,0.00067,13493.9,2.1,3.5,7649.374,3.556,10906.441,0.051,0.053,9.186,5591.798,1.942,4.128,39.053,1.020,3.322,0.488,0.971,0.03535,0.00091,
0.00,9705.917,1.971,17.934,0.007311,166.2,6129.2,15000.0,166.243,4.786,0.017,2.202,0.956,3676,0.3475,0.6390,0.0075,1,0.0,1.172,0.00049,0.0,0.00074,14867.4,2.0,3.3,7910.884,3.628,10671.169,0.053,0.052,11.000,5127.288,2.250,3.590,36.569,0.984,3.498,0.512,0.950,0.04144,0.00094,
28800.00,4798.523,-1.452,7.138,0.007401,101.0,4640.7,11751.8,100.962,1.123,0.021,1.200,0.998,3676,0.3475,0.6390,0.0075,1,0.0,1.172,0.00049,0.0,0.00074,14867.4,2.0,3.3,7910.884,3.628,10671.169,0.053,0.052,11.000,5127.288,2.250,3.590,36.569,0.984,3.498,0.512,0.950,0.04144,0.00094,
28805.00,3765.179,-1.930,5.661,0.007523,97.0,4428.5,11402.0,96.960,0.868,0.026,0.977,1.043,3676,0.3475,0.6390,0.0075,1,0.0,1.172,0.00049,0.0,0.00074,14867.4,2.0,3.3,7910.884,3.628,10671.169,0.053,0.052,11.000,5127.288,2.250,3.590,36.569,0.984,3.498,0.512,0.950,0.04144,0.00094,
28810.00,2930.963,-2.387,4.220,0.007939,92.3,4207.7,11053.5,92.343,0.547,0.032,0.704,1.194,3676,0.3475,0.6390,0.0075,1,0.0,1.172,0.00049,0.0,0.00074,14867.4,2.0,3.3,7910.884,3.628,10671.169,0.053,0.052,11.000,5127.288,2.250,3.590,36.569,0.984,3.498,0.512,0.950,0.04144,0.00094,
28815.00,2147.646,-2.866,2.749,0.009068,87.0,3979.3,10706.7,86.954,0.227,0.040,0.408,1.629,3676,0.3475,0.6390,0.0075,1,0.0,1.172,0.00049,0.0,0.00074,14867.4,2.0,3.3,7910.884,3.628,10671.169,0.053,0.052,11.000,5127.288,2.250,3.590,36.569,0.984,3.498,0.512,0.950,0.04144,0.00094,
28820.00,1458.123,-3.158,0.673,0.009870,59.5,3744.2,10361.4,59.470,0.000,0.041,0.000,1.934,3676,0.3475,0.6390,0.0075,1,0.0,1.172,0.00049,0.0,0.00074,14867.4,2.0,3.3,7910.884,3.628,10671.169,0.053,0.052,11.000,5127.288,2.250,3.590,36.569,0.984,3.498,0.512,0.950,0.04144,0.00094,
0.00,6146.220,5.891,15.536,0.006724,105.3,5738.4,15000.0,105.273,1.924,0.017,0.968,0.613,3428,0.3535,0.6548,0.0077,1,0.0,1.536,0.00050,0.0,0.00082,11077.6,1.9,3.1,7738.940,3.673,11258.686,0.047,0.050,11.631,6417.110,2.124,3.879,47.394,1.052,3.594,0.549,0.492,0.03572,0.00095,
28800.00,6286.370,1.089,10.844,0.007190,105.2,4936.3,13134.8,105.153,1.501,0.017,0.708,0.792,3428,0.3535,0.6548,0.0077,1,0.0,1.536,0.00050,0.0,0.00082,11077.6,1.9,3.1,7738.940,3.673,11258.686,0.047,0.050,11.631,6417.110,2.124,3.879,47.394,1.052,3.594,0.549,0.492,0.03572,0.00095,
28805.00,5936.077,0.277,9.681,0.007286,104.5,4756.8,12785.0,104.454,1.397,0.018,0.676,0.829,3428,0.3535,0.6548,0.0077,1,0.0,1.536,0.00050,0.0,0.00082,11077.6,1.9,3.1,7738.940,3.673,11258.686,0.047,0.050,11.631,6417.110,2.124,3.879,47.394,1.052,3.594,0.549,0.492,0.03572,0.00095,
28810.00,5419.371,-0.462,8.428,0.007392,103.8,4568.2,12435.7,103.849,1.301,0.019,0.648,0.864,3428,0.3535,0.6548,0.0077,1,0.0,1.536,0.00050,0.0,0.00082,11077.6,1.9,3.1,7738.940,3.673,11258.686,0.047,0.050,11.631,6417.110,2.124,3.879,47.394,1.052,3.594,0.549,0.492,0.03572,0.00095,
28815.00,4858.047,-1.126,7.145,0.007577,102.8,4371.0,12086.8,102.788,1.152,0.021,0.601,0.933,3428,0.3535,0.6548,0.0077,1,0.0,1.536,0.00050,0.0,0.00082,11077.6,1.9,3.1,7738.940,3.673,11258.686,0.047,0.050,11.631,6417.110,2.124,3.879,47.394,1.052,3.594,0.549,0.492,0.03572,0.00095,
28820.00,4168.353,-1.746,5.806,0.007871,101.3,4165.6,11738.7,101.284,0.965,0.024,0.535,1.042,3428,0.3535,0.6548,0.0077,1,0.0,1.536,0.00050,0.0,0.00082,11077.6,1.9,3.1,7738.940,3.673,11258.686,0.047,0.050,11.631,6417.110,2.124,3.879,47.394,1.052,3.594,0.549,0.492,0.03572,0.00095,
0.00,7863.844,2.936,15.256,0.006131,134.7,5915.7,15000.0,134.692,3.729,0.017,2.153,0.713,3428,0.3447,0.6476,0.0069,1,0.0,1.051,0.00048,0.0,0.00070,14855.2,1.8,3.5,7786.980,3.614,10908.745,0.048,0.042,12.262,5368.132,2.290,4.703,41.563,0.977,3.434,0.699,0.693,0.03742,0.00093,
